GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
G39003501986004,390351986004,83,7
G39003501986005,390351986005,83,7
G39003501987001,390351987001,95,9
G39003501987002,390351987002,95,9
G39003501987003,390351987003,95,9
G39003501988001,390351988001,99,10
G39003501988002,390351988002,99,10
G39003501988003,390351988003,99,10
G39003501989001,390351989001,100,10
G39003501989002,390351989002,100,10
G39003501990001,390351990001,98,10
G39003501990002,390351990002,98,10
G39003501991001,390351991001,97,10
G39003501991002,390351991002,100,10
G39003501991003,390351991003,99,10
G39003501992001,390351992001,99,10
G39003501992002,390351992002,95,9
G39003501993001,390351993001,99,10
G39003501993002,390351993002,99,10
G39003501993003,390351993003,99,10
G39003509801001,390359801001,PH,PH
G39003509802001,390359802001,PH,PH
G39003509805001,390359805001,PH,PH
G39003509809001,390359809001,PH,PH
G39003509810001,390359810001,PH,PH
G39003509811001,390359811001,PH,PH
G39003509900000,390359900000,PH,PH
G39003705001001,390375001001,80,7
G39003705001002,390375001002,69,5
G39003705001003,390375001003,55,3
G39003705001004,390375001004,46,2
G39003705101001,390375101001,77,6
G39003705101002,390375101002,98,10
G39003705101003,390375101003,95,9
G39003705101004,390375101004,73,6
G39003705201001,390375201001,56,3
G39003705201002,390375201002,84,7
G39003705201003,390375201003,75,6
G39003705301001,390375301001,61,4
G39003705301002,390375301002,51,3
G39003705301003,390375301003,69,5
G39003705301004,390375301004,49,2
G39003705401001,390375401001,70,5
G39003705401002,390375401002,79,7
G39003705401003,390375401003,82,7
G39003705501001,390375501001,61,4
G39003705501002,390375501002,63,4
G39003705501003,390375501003,70,5
G39003705550011,390375550011,70,5
G39003705550012,390375550012,80,7
G39003705550013,390375550013,81,7
G39003705550021,390375550021,66,5
G39003705550022,390375550022,67,5
G39003705550023,390375550023,67,5
G39003705550024,390375550024,70,5
G39003705551011,390375551011,92,9
G39003705551012,390375551012,86,8
G39003705551013,390375551013,97,10
G39003705551014,390375551014,93,9
G39003705551021,390375551021,87,8
G39003705551022,390375551022,96,9
G39003705551023,390375551023,91,9
G39003705551024,390375551024,96,9
G39003705551025,390375551025,98,10
G39003705601011,390375601011,75,6
G39003705601012,390375601012,83,7
G39003705601013,390375601013,81,7
G39003705601014,390375601014,83,7
G39003705601021,390375601021,84,7
G39003705601022,390375601022,84,7
G39003705601023,390375601023,84,7
G39003705701011,390375701011,69,5
G39003705701012,390375701012,67,5
G39003705701013,390375701013,62,4
G39003705701021,390375701021,50,3
G39003705701022,390375701022,83,7
G39003705701023,390375701023,70,5
G39003705701024,390375701024,63,4
G39003705701025,390375701025,65,4
G39003909581001,390399581001,57,3
G39003909581002,390399581002,57,3
G39003909581003,390399581003,58,3
G39003909581004,390399581004,59,4
G39003909582001,390399582001,65,4
G39003909582002,390399582002,70,5
G39003909582003,390399582003,73,6
G39003909582004,390399582004,62,4
G39003909583001,390399583001,78,6
G39003909583002,390399583002,76,6
G39003909583003,390399583003,84,7
G39003909583004,390399583004,85,8
G39003909584001,390399584001,68,5
G39003909584002,390399584002,65,4
G39003909584003,390399584003,82,7
G39003909584004,390399584004,77,6
G39003909585001,390399585001,64,4
G39003909585002,390399585002,78,6
G39003909585003,390399585003,81,7
G39003909585004,390399585004,82,7
G39003909586001,390399586001,85,8
G39003909586002,390399586002,85,8
G39003909586003,390399586003,76,6
G39003909586004,390399586004,86,8
G39003909587001,390399587001,77,6
G39003909587002,390399587002,82,7
G39003909587003,390399587003,63,4
G39003909587004,390399587004,68,5
G39003909588001,390399588001,80,7
G39003909588002,390399588002,81,7
G39003909588003,390399588003,80,7
G39003909588004,390399588004,80,7
G39003909589001,390399589001,67,5
G39003909589002,390399589002,72,5
G39003909589003,390399589003,66,5
G39003909589004,390399589004,69,5
G39004100101001,390410101001,40,2
G39004100101002,390410101002,48,2
G39004100101003,390410101003,GQ,GQ
G39004100102001,390410102001,67,5
G39004100102002,390410102002,68,5
G39004100102003,390410102003,57,3
G39004100102004,390410102004,69,5
G39004100104201,390410104201,63,4
G39004100104202,390410104202,50,3
G39004100104211,390410104211,50,3
G39004100104212,390410104212,54,3
G39004100104221,390410104221,49,2
G39004100104222,390410104222,59,4
G39004100104223,390410104223,52,3
G39004100105201,390410105201,33,1
G39004100105202,390410105202,45,2
G39004100105203,390410105203,47,2
G39004100105204,390410105204,73,6
G39004100105205,390410105205,66,5
G39004100105301,390410105301,83,7
G39004100105302,390410105302,87,8
G39004100111011,390410111011,39,2
G39004100111012,390410111012,74,6
G39004100111021,390410111021,30,1
G39004100111022,390410111022,27,1
G39004100112001,390410112001,44,2
G39004100112002,390410112002,46,2
G39004100114111,390410114111,16,1
G39004100114112,390410114112,15,1
G39004100114121,390410114121,7,1
G39004100114122,390410114122,10,1
G39004100114123,390410114123,11,1
G39004100114211,390410114211,19,1
G39004100114212,390410114212,16,1
G39004100114213,390410114213,11,1
G39004100114214,390410114214,18,1
G39004100114231,390410114231,13,1
G39004100114232,390410114232,14,1
G39004100114233,390410114233,4,1
G39004100114301,390410114301,41,2
G39004100114302,390410114302,7,1
G39004100114311,390410114311,19,1
G39004100114321,390410114321,24,1
G39004100114322,390410114322,18,1
G39004100114323,390410114323,21,1
G39004100114324,390410114324,18,1
G39004100115201,390410115201,34,1
G39004100115202,390410115202,47,2
G39004100115301,390410115301,25,1
G39004100115302,390410115302,21,1
G39004100115401,390410115401,15,1
G39004100115402,390410115402,15,1
G39004100115403,390410115403,19,1
G39004100115611,390410115611,35,1
G39004100115612,390410115612,36,1
G39004100115621,390410115621,19,1
G39004100115622,390410115622,14,1
G39004100115623,390410115623,21,1
G39004100115631,390410115631,21,1
G39004100115632,390410115632,19,1
G39004100115633,390410115633,22,1
G39004100115641,390410115641,16,1
G39004100115642,390410115642,16,1
G39004100115643,390410115643,18,1
G39004100115651,390410115651,11,1
G39004100115652,390410115652,16,1
G39004100116041,390410116041,21,1
G39004100116042,390410116042,26,1
G39004100116043,390410116043,32,1
G39004100116044,390410116044,25,1
G39004100117101,390410117101,18,1
G39004100117102,390410117102,36,1
G39004100117103,390410117103,25,1
G39004100117401,390410117401,13,1
G39004100117402,390410117402,17,1
G39004100117403,390410117403,19,1
G39004100117601,390410117601,29,1
G39004100117602,390410117602,25,1
G39004100117603,390410117603,22,1
G39004100117621,390410117621,26,1
G39004100117622,390410117622,39,2
G39004100117623,390410117623,26,1
G39004100117624,390410117624,18,1
G39004100117631,390410117631,12,1
G39004100117632,390410117632,12,1
G39004100117633,390410117633,11,1
G39004100117641,390410117641,13,1
G39004100117642,390410117642,20,1
G39004100117651,390410117651,34,1
G39004100117652,390410117652,20,1
G39004100117661,390410117661,24,1
G39004100117662,390410117662,29,1
G39004100119001,390410119001,14,1
G39004100119002,390410119002,10,1
G39004100119003,390410119003,29,1
G39004100120001,390410120001,29,1
G39004100120002,390410120002,28,1
G39004100120003,390410120003,29,1
G39004100121001,390410121001,11,1
G39004100121002,390410121002,22,1
G39004100121003,390410121003,8,1
G39004100121004,390410121004,22,1
G39004100122001,390410122001,47,2
G39004100122002,390410122002,44,2
G39004100122003,390410122003,37,2
G39004100123001,390410123001,38,2
G39004100123002,390410123002,37,2
G39004100123003,390410123003,54,3
G39004100124001,390410124001,36,1
G39004100124002,390410124002,47,2
G39004100124003,390410124003,45,2
G39004300401001,390430401001,53,3
G39004300401002,390430401002,64,4
G39004300401003,390430401003,63,4
G39004300401004,390430401004,68,5
G39004300402001,390430402001,49,2
G39004300402002,390430402002,53,3
G39004300402003,390430402003,63,4
G39004300403001,390430403001,56,3
G39004300403002,390430403002,53,3
G39004300403003,390430403003,55,3
G39004300403004,390430403004,49,2
G39004300404001,390430404001,62,4
G39004300404002,390430404002,58,3
G39004300404003,390430404003,46,2
G39004300404004,390430404004,57,3
G39004300405001,390430405001,78,6
G39004300405002,390430405002,47,2
G39004300405003,390430405003,77,6
G39004300405004,390430405004,73,6
G39004300407001,390430407001,89,8
G39004300407002,390430407002,92,9
G39004300407003,390430407003,94,9
G39004300408011,390430408011,98,10
G39004300408012,390430408012,98,10
G39004300408013,390430408013,98,10
G39004300408021,390430408021,93,9
G39004300408022,390430408022,93,9
G39004300409001,390430409001,82,7
G39004300409002,390430409002,93,9
G39004300409003,390430409003,97,10
G39004300410001,390430410001,96,9
G39004300410002,390430410002,94,9
G39004300411001,390430411001,92,9
G39004300411002,390430411002,90,8
G39004300411003,390430411003,91,9
G39004300411004,390430411004,92,9
G39004300412001,390430412001,92,9
G39004300412002,390430412002,96,9
G39004300412003,390430412003,90,8
G39004300413001,390430413001,87,8
G39004300413002,390430413002,90,8
G39004300413003,390430413003,80,7
G39004300414001,390430414001,60,4
G39004300414002,390430414002,67,5
G39004300416001,390430416001,59,4
G39004300416002,390430416002,58,3
G39004300416003,390430416003,63,4
G39004300417011,390430417011,70,5
G39004300417012,390430417012,72,5
G39004300417013,390430417013,65,4
G39004300417021,390430417021,70,5
G39004300417022,390430417022,72,5
G39004300417023,390430417023,65,4
G39004300418001,390430418001,66,5
G39004300418002,390430418002,56,3
G39004300418003,390430418003,61,4
G39004300418004,390430418004,60,4
G39004300418005,390430418005,61,4
G39004300419001,390430419001,72,5
G39004300419002,390430419002,50,3
G39004300419003,390430419003,28,1
G39004300419004,390430419004,35,1
G39004309901000,390439901000,PH,PH
G39004500301001,390450301001,72,5
G39004500301002,390450301002,52,3
G39004500301003,390450301003,58,3
G39004500301004,390450301004,37,2
G39004500302001,390450302001,47,2
G39004500302002,390450302002,47,2
G39004500303001,390450303001,71,5
G39004500303002,390450303002,77,6
G39004500303003,390450303003,65,4
G39004500304001,390450304001,35,1
G39004500304002,390450304002,40,2
G39004500304003,390450304003,31,1
G39004500306011,390450306011,38,2
G39004500306012,390450306012,47,2
G39004500306013,390450306013,30,1
G39004500306021,390450306021,36,1
G39004500306022,390450306022,31,1
G39004500307001,390450307001,34,1
G39004500307002,390450307002,44,2
G39004500307003,390450307003,41,2
G39004500308001,390450308001,36,1
G39004500308002,390450308002,33,1
G39004500308003,390450308003,31,1
G39004500309011,390450309011,47,2
G39004500309012,390450309012,55,3
G39004500309013,390450309013,54,3
G39004500309021,390450309021,45,2
G39004500309022,390450309022,52,3
G39004500309023,390450309023,40,2
G39004500310001,390450310001,66,5
G39004500310002,390450310002,42,2
G39004500310003,390450310003,45,2
G39004500311001,390450311001,49,2
G39004500311002,390450311002,57,3
G39004500311003,390450311003,57,3
G39004500311004,390450311004,63,4
G39004500312001,390450312001,59,4
G39004500312002,390450312002,52,3
G39004500312003,390450312003,67,5
G39004500312004,390450312004,70,5
G39004500313001,390450313001,56,3
G39004500313002,390450313002,56,3
G39004500313003,390450313003,90,8
G39004500314011,390450314011,52,3
G39004500314021,390450314021,64,4
G39004500314022,390450314022,74,6
G39004500314023,390450314023,59,4
G39004500315001,390450315001,76,6
G39004500315002,390450315002,85,8
G39004500316001,390450316001,81,7
G39004500316002,390450316002,74,6
G39004500316003,390450316003,79,7
G39004500316004,390450316004,82,7
G39004500317001,390450317001,95,9
G39004500317002,390450317002,93,9
G39004500317003,390450317003,90,8
G39004500317004,390450317004,93,9
G39004500317005,390450317005,94,9
G39004500320001,390450320001,81,7
G39004500320002,390450320002,81,7
G39004500320003,390450320003,81,7
G39004500320004,390450320004,81,7
G39004500321001,390450321001,77,6
G39004500321002,390450321002,75,6
G39004500321003,390450321003,65,4
G39004500322001,390450322001,83,7
G39004500322002,390450322002,88,8
G39004500322003,390450322003,88,8
G39004500323001,390450323001,84,7
G39004500323002,390450323002,79,7
G39004500323003,390450323003,73,6
G39004500323004,390450323004,86,8
G39004500325011,390450325011,51,3
G39004500325012,390450325012,64,4
G39004500325021,390450325021,GQ,GQ
G39004500325022,390450325022,PH,PH
G39004500326011,390450326011,60,4
G39004500326012,390450326012,60,4
G39004500326021,390450326021,38,2
G39004500326022,390450326022,50,3
G39004500327011,390450327011,62,4
G39004500327012,390450327012,49,2
G39004500327013,390450327013,41,2
G39004500327031,390450327031,56,3
G39004500327032,390450327032,55,3
G39004500327041,390450327041,59,4
G39004500327042,390450327042,62,4
G39004500327043,390450327043,62,4
G39004500328001,390450328001,33,1
G39004500328002,390450328002,30,1
G39004500328003,390450328003,41,2
G39004500329011,390450329011,30,1
G39004500329012,390450329012,38,2
G39004500329013,390450329013,16,1
G39004500329021,390450329021,26,1
G39004500329022,390450329022,27,1
G39004500329023,390450329023,28,1
G39004500329024,390450329024,28,1
G39004500330001,390450330001,30,1
G39004500330002,390450330002,30,1
G39004500331011,390450331011,61,4
G39004500331012,390450331012,36,1
G39004500331013,390450331013,43,2
G39004500331021,390450331021,39,2
G39004500331022,390450331022,42,2
G39004500331023,390450331023,53,3
G39004709258001,390479258001,70,5
G39004709258002,390479258002,54,3
G39004709258003,390479258003,88,8
G39004709259001,390479259001,65,4
G39004709259002,390479259002,72,5
G39004709259003,390479259003,90,8
G39004709260001,390479260001,85,8
G39004709260002,390479260002,60,4
G39004709260003,390479260003,85,8
G39004709260004,390479260004,96,9
G39004709261001,390479261001,86,8
G39004709261002,390479261002,90,8
G39004709261003,390479261003,89,8
G39004709261004,390479261004,86,8
G39004709262001,390479262001,81,7
G39004709262002,390479262002,87,8
G39004709262003,390479262003,80,7
G39004709262004,390479262004,68,5
G39004709263001,390479263001,89,8
G39004709263002,390479263002,85,8
G39004709263003,390479263003,64,4
G39004709263004,390479263004,77,6
G39004709264001,390479264001,69,5
G39004709264002,390479264002,67,5
G39004709264003,390479264003,63,4
G39004709264004,390479264004,56,3
G39004900001101,390490001101,46,2
G39004900001102,390490001102,40,2
G39004900001103,390490001103,52,3
G39004900001104,390490001104,13,1
G39004900001201,390490001201,20,1
G39004900001202,390490001202,34,1
G39004900001203,390490001203,27,1
G39004900002101,390490002101,25,1
G39004900002102,390490002102,31,1
G39004900002103,390490002103,32,1
G39004900002104,390490002104,24,1
G39004900002201,390490002201,26,1
G39004900002202,390490002202,23,1
G39004900002203,390490002203,20,1
G39004900002204,390490002204,20,1
G39004900003101,390490003101,79,7
G39004900003102,390490003102,77,6
G39004900003201,390490003201,83,7
G39004900003202,390490003202,83,7
G39004900003301,390490003301,87,8
G39004900003302,390490003302,89,8
G39004900003303,390490003303,95,9
G39004900004101,390490004101,35,1
G39004900004102,390490004102,51,3
G39004900004201,390490004201,41,2
G39004900004202,390490004202,41,2
G39004900004203,390490004203,27,1
G39004900004204,390490004204,28,1
G39004900005001,390490005001,36,1
G39004900005002,390490005002,33,1
G39004900005003,390490005003,31,1
G39004900005004,390490005004,42,2
